48	1108	
955	1108	
2961	1108	
3431	1108	
3433	1108	
3470	1108	
8932	1108	
10132	1108	
11228	1108	
13420	1108	
167	1109	
1492	1110	
577	1111	
580	1111	
716	1111	
815	1111	
830	1111	
850	1111	
851	1111	
924	1111	
1063	1111	
1064	1111	
1070	1111	
1103	1111	
1118	1111	
1174	1111	
1238	1111	
1270	1111	
1300	1111	
1338	1111	
1489	1111	
1530	1111	
1545	1111	
1652	1111	
1688	1111	
1696	1111	
1705	1111	
1710	1111	
1712	1111	
1856	1111	
1997	1111	
2088	1111	
2106	1111	
2172	1111	
2194	1111	
2241	1111	
2308	1111	
2316	1111	
2437	1111	
2471	1111	
2621	1111	
2790	1111	
2824	1111	
2895	1111	
2969	1111	
2972	1111	
3033	1111	
3055	1111	
3058	1111	
3127	1111	
3153	1111	
3220	1111	
3250	1111	
3257	1111	
3279	1111	
3392	1111	
3436	1111	
3448	1111	
3450	1111	
3454	1111	
3530	1111	
3641	1111	
3711	1111	
3755	1111	
3757	1111	
3762	1111	
3933	1111	
3994	1111	
4099	1111	
4115	1111	
4202	1111	
4209	1111	
4297	1111	
4510	1111	
4511	1111	
4558	1111	
4676	1111	
5185	1111	
5303	1111	
5305	1111	
5782	1111	
5803	1111	
5851	1111	
5856	1111	
6508	1111	
6572	1111	
6685	1111	
6969	1111	
6971	1111	
7165	1111	
7385	1111	
7421	1111	
7436	1111	
7445	1111	
7633	1111	
7685	1111	
7874	1111	
7891	1111	
8131	1111	
8403	1111	
8517	1111	
8661	1111	
8895	1111	
9141	1111	
9260	1111	
9510	1111	
10208	1111	
10241	1111	
10288	1111	
10310	1111	
10339	1111	
10509	1111	
11132	1111	
11324	1111	
11379	1111	
11398	1111	
11511	1111	
11531	1111	
11658	1111	
11873	1111	
12773	1111	
13518	1111	
13645	1111	
13838	1111	
14070	1111	
14364	1111	
14781	1111	
15523	1111	
15665	1111	
15782	1111	
15978	1111	
17129	1111	
17132	1111	
17406	1111	
17555	1111	
17575	1111	
17773	1111	
18435	1111	
18827	1111	
18832	1111	
18900	1111	
20119	1111	
20397	1111	
20591	1111	
82	1111	
230	1111	
344	1111	
361	1111	
433	1111	
473	1111	
517	1111	
518	1111	
566	1111	
574	1111	
1633	1113	
3721	1115	
15211	1115	
150	1116	
8117	1117	
11569	1117	
1041	1117	
1655	1117	
1656	1117	
1659	1117	
1660	1117	
1661	1117	
3542	1117	
3612	1117	
3735	1117	
3737	1117	
2890	1119	
225	1120	
1137	1120	
1389	1120	
3282	1120	
3799	1120	
331	1121	
336	1121	
2825	1122	
2826	1122	
3773	1122	
3774	1122	
3925	1122	
5712	1122	
7870	1122	
7995	1122	
11895	1122	
287	1122	
310	1122	
910	1122	
1948	1122	
1982	1122	
2247	1122	
2318	1122	
2334	1122	
2341	1122	
2724	1122	
431	1123	
3461	1124	
2736	1125	
1241	1126	
3651	1127	
1809	1128	
2203	1128	
3426	1128	
13876	1128	
1680	1129	
1419	1130	
303	1131	
1388	1131	
3476	1132	
3486	1132	
3551	1132	
3761	1132	
5495	1132	
5923	1132	
6427	1132	
6785	1132	
7518	1132	
8200	1132	
9782	1132	
11728	1132	
13920	1132	
19022	1132	
19570	1132	
20221	1132	
74	1132	
85	1132	
311	1132	
1648	1132	
1784	1132	
2900	1132	
2901	1132	
2902	1132	
2904	1132	
2983	1132	
300	1133	
2029	1133	
2307	1133	
2784	1133	
16449	1133	
17398	1133	
2810	1134	
926	1135	
851	1137	
942	1137	
1271	1137	
2556	1137	
2806	1137	
2127	1138	
457	1139	
485	1139	
521	1139	
561	1139	
2084	1139	
2778	1139	
2871	1139	
3661	1139	
7850	1139	
3239	1140	
3929	1140	
3930	1140	
6876	1140	
7618	1140	
9250	1140	
12926	1140	
13637	1140	
18910	1140	
19393	1140	
19396	1140	
19398	1140	
19402	1140	
19403	1140	
255	1140	
315	1140	
316	1140	
317	1140	
443	1140	
624	1140	
789	1140	
1875	1140	
2027	1140	
2732	1140	
88	1145	
227	1145	
1419	1145	
1530	1145	
2501	1145	
2716	1145	
3337	1145	
7005	1145	
4062	1147	
4845	1147	
6974	1147	
8104	1147	
8463	1147	
11201	1147	
11425	1147	
12082	1147	
14034	1147	
14556	1147	
18321	1147	
20228	1147	
271	1147	
369	1147	
1058	1147	
1060	1147	
1366	1147	
2561	1147	
2562	1147	
2629	1147	
2871	1147	
3459	1147	
2641	1148	
2745	1148	
2998	1148	
2999	1148	
3000	1148	
3006	1148	
3237	1148	
3338	1148	
3370	1148	
3388	1148	
5578	1148	
6730	1148	
13050	1148	
13051	1148	
17562	1148	
291	1148	
639	1148	
640	1148	
789	1148	
1325	1148	
1367	1148	
1789	1148	
1821	1148	
1822	1148	
1974	1148	
18458	1150	
1382	1150	
2327	1150	
2999	1150	
3005	1150	
3521	1150	
3586	1150	
7583	1150	
10268	1150	
15195	1150	
15425	1150	
860	1151	
477	1152	
1697	1152	
2331	1152	
2333	1152	
2334	1152	
2610	1152	
2975	1152	
3928	1152	
