1,16000
2,16001
3,16002
4,16003
5,16004
6,16005
7,16006
8,16007
9,16008
10,16009
11,16010
12,16011
13,16012
14,16013
15,16014
16,16015
17,16016
18,16017
19,16018
20,16019
21,16020
22,16021
23,16022
24,16023
25,16024
26,16025
27,16026
28,16027
29,16028
30,16029
31,16030
32,16031
33,16032
34,16033
35,16034
36,16035
37,16036
38,16037
39,16038
40,16039
41,16040
42,16041
43,16042
44,16043
45,16044
46,16045
47,16046
48,16047
49,16048
50,16049
51,16050
52,16051
53,16052
54,16053
55,16054
56,16055
57,16056
58,16057
59,16058
60,16059
61,16060
62,16061
63,16062
64,16063
65,16064
66,16065
67,16066
68,16067
69,16068
70,16069
71,16070
72,16071
73,16072
74,16073
75,16074
76,16075
77,16076
78,16077
79,16078
80,16079
81,16080
82,16081
83,16082
84,16083
85,16084
86,16085
87,16086
88,16087
89,16088
90,16089
91,16090
92,16091
93,16092
94,16093
95,16094
96,16095
97,16096
98,16097
99,16098
100,16099
101,16100
102,16101
103,16102
104,16103
105,16104
106,16105
107,16106
108,16107
109,16108
110,16109
111,16110
112,16111
113,16112
114,16113
115,16114
116,16115
117,16116
118,16117
119,16118
120,16119
121,16120
122,16121
123,16122
124,16123
125,16124
126,16125
127,16126
128,16127
129,16128
130,16129
131,16130
132,16131
133,16132
134,16133
135,16134
136,16135
137,16136
138,16137
139,16138
140,16139
141,16140
142,16141
143,16142
144,16143
145,16144
146,16145
147,16146
148,16147
149,16148
150,16149
151,16150
152,16151
153,16152
154,16153
155,16154
156,16155
157,16156
158,16157
159,16158
160,16159
161,16160
162,16161
163,16162
164,16163
165,16164
166,16165
167,16166
168,16167
169,16168
170,16169
171,16170
172,16171
173,16172
174,16173
175,16174
176,16175
177,16176
178,16177
179,16178
180,16179
181,16180
182,16181
183,16182
184,16183
185,16184
186,16185
187,16186
188,16187
189,16188
190,16189
191,16190
192,16191
193,16192
196,16193
197,16194
198,16195
199,16196
200,16197
201,16198
202,16199
203,16200
204,16201
205,16202
206,16203
207,16204
208,16205
209,16206
212,16207
213,16208
214,16209
215,16210
216,16211
217,16212
218,16213
219,16214
220,16215
221,16216
222,16217
223,16218
224,16219
225,16220
226,16221
227,16222
228,16223
229,16224
230,16225
231,16226
232,16227
233,16228
234,16229
235,16230
236,16231
237,16232
238,16233
239,16234
240,16235
241,16236
242,16237
243,16238
244,16239
245,16240
246,16241
247,16242
248,16243
249,16244
250,16245
251,16246
252,16247
253,16248
254,16249
255,16250
256,16251
257,16252
258,16253
259,16254
260,16255
261,16256
262,16257
263,16258
195,16259
264,16260
265,16261
266,16262
267,16263
268,16264
269,16265
210,16266
270,16267
271,16268
272,16269
273,16270
274,16271
275,16272
276,16273
277,16274
278,16275
279,16276
194,16277
280,16278
287,16279
288,16280
289,16281
290,16282
211,16283
291,16284
292,16285
293,16286
294,16287
295,16288
296,16289
297,16290
281,16291
298,16292
299,16293
300,16294
301,16295
302,16296
303,16297
304,16298
282,16299
305,16300
283,16301
284,16302
306,16303
307,16304
308,16305
309,16306
310,16307
311,16308
312,16309
313,16310
314,16311
315,16312
316,16313
285,16314
317,16315
318,16316
319,16317
320,16318
322,16319
323,16320
324,16321
